Year,Countries,Cases,Deaths,Serotypes,Number of Serotypes,Sero1,Sero2,Sero3,Sero4,Dominent_Sero,Pop,PerMillion,PopPerHTh,CasesPerM,DeathsPerM,CasesPerTh,CFR (%),Death(CFR (%)),Population Growth,Median age,Fertility rate,Age: 65+,Age: 25-64,Age: 15-24,Age: 5-14,Age: 0-4,Total dependency ratio,Child dependency ratio,Old-age dependency ratio,Sex ratio at birth,life expectancy,Child mortality,Human Development Index,GDP per capita,Urban population,Rural population,"Current health expenditure per capita, PPP (current international $)",Out-of-pocket expenditure (% of current health expenditure),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Prevalence of obesity among adults, BMI >= 30 (crude estimate) (%) - Sex: both sexes - Age group: 18+  years",Concentrations of fine particulate matter (PM2.5) - Residence area type: Total,DTP3 (% of one-year-olds immunized),Temperature anomaly,Annual COâ‚‚ emissions (per capita),Access to electricity (% of population),Gini coefficient (before tax) (World Inequality Database),Official development assistance (ODA) by recipient (Official donors),Taxes including social contributions (as a share of GDP),Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Total number of emigrants,The totalpopulation not using improved sanitation facilities,Scientific and technical journal articles per million people,Number of Internet users,Annual Avg Temp,Annual Total Rainfall
2000,Sri Lanka,3343,37,"2,3",2,No,Yes,Yes,No,,"18,777,601",18.777601,188,178.0312618,1.970432751,17.80312618,1.11,37 (1.11),19293057,26.197,2.213,1197139,9149811,3736649,3485972,1723406,49.715103,40.425205,9.289898,104.42658,70.355,2.213,0.689,5841.094,3451097,15325274,176.32758,40.043854,1.87767,2,24.99107,99,-0.45631185,0.52527183,70.3424,0.5453535,233670000,12.088765,48.216633,979093,2168481,11.150183,121560,26.8,986.13
2001,Sri Lanka,4304,54,"2,3",2,No,Yes,Yes,No,,"18,777,601",18.777601,188,229.2092584,2.875766718,22.92092584,1.25,54 (1.25),19600360,26.507,2.283,1228636,9385462,3767391,3483714,1735070,49.019176,39.677963,9.341213,104.38254,70.7866,2.283,0.691,5620.966,3474709,15445566,187.93082,41.091324,1.87767,2.2,24.99107,98,-0.098882996,0.5268459,63.6,0.5453535,307220000,12.108721,47.969578,979093,2094604.4,11.399409,150193,26.3,1059.96
2002,Sri Lanka,10933,67,"2,3",2,No,Yes,Yes,No,,"18,777,601",18.777601,188,582.2362505,3.568080928,58.22362505,0.61,67 (0.61),19805749,26.796,2.31,1257772,9577554,3755624,3462251,1752454,48.544144,39.110744,9.4334,104.25127,71.1165,2.31,0.695,5721.3086,3506624,15604083,195.55145,40.453396,1.87767,2.3,24.99107,98,-0.023588816,0.5527698,80.7,0.61442184,321070000,11.595119,47.72464,979093,2024267.9,12.846203,200743,26.81,1128.52
2003,Sri Lanka,4805,33,"2,3,4",2,No,Yes,Yes,Yes,DENV4,"18,777,601",18.777601,188,255.889983,1.757412994,25.5889983,0.69,33 (0.69),19951521,27.085,2.301,1284878,9748642,3707840,3440390,1769671,48.266247,38.717854,9.548394,104.095146,71.3726,2.301,0.7,5963.57,3539045,15764135,182.44829,37.609306,1.87767,2.4,24.99107,99,0.009011269,0.54898274,74.972015,0.61442184,625040000,10.885284,47.478992,979093,1952282,13.63454,281552,26.67,859.57
2004,Sri Lanka,15463,88,"1,2,3",2,Yes,Yes,Yes,No,DENV3,"18,777,601",18.777601,188,823.4811252,4.686434652,82.34811252,0.57,88 (0.57),20087608,27.378,2.271,1310963,9918962,3643886,3427888,1785802,48.106808,38.440968,9.665838,103.89951,67.0914,2.271,0.683,6191.9663,3570452,15919979,216.73344,41.03235,1.87767,2.6,24.99107,97,-0.015340011,0.6047192,76.51681,0.61442184,433010020,11.522118,47.233913,979093,1877927.4,13.593335,281863,26.89,1149.61
2005,Sri Lanka,5965,69,"2,3",2,No,Yes,Yes,No,,"18,777,601",18.777601,188,317.6657125,3.674590806,31.76657125,1.16,69 (1.16),20216531,27.676,2.263,1338482,10083088,3571400,3423752,1799694,48.05693,38.254425,9.8025055,103.68984,72.1182,2.263,0.71,6491.198,3600908,16072958,225.90022,40.50283,2.0569,2.8,24.99107,99,0.21527545,0.5903696,78.07408,0.61442184,1146830000,11.777419,46.988064,1151553,1801416.8,17.032747,352565,26.49,1049.41
2006,Sri Lanka,11980,48,3,2,No,No,Yes,No,DENV3,"18,777,601",18.777601,188,637.9941719,2.556237083,63.79941719,0.4,48 (0.4),20352417,27.984,2.292,1370806,10241670,3500040,3430065,1809713,48.10598,38.130466,9.9755125,103.483826,71.9693,2.292,0.713,6904.036,3633955,16236751,246.25322,40.949417,2.0569,2.9,24.99107,98,-0.030255636,0.5794172,82.05,0.60620064,738750000,12.508367,46.7443,1151553,1724278.5,19.501572,504232,26.15,1434.38
2007,Sri Lanka,7332,27,"2,3",2,No,Yes,Yes,No,,"18,777,601",18.777601,188,390.4652144,1.437883359,39.04652144,0.37,27 (0.37),20492546,28.297,2.295,1407925,10387478,3437542,3441858,1817613,48.227028,38.043137,10.183891,103.29637,72.0488,2.295,0.718,7283.6323,3668772,16409883,265.3416,44.851795,2.0569,3.1,24.99107,98,-0.110628925,0.5929917,80,0.60620064,453650000,12.228942,46.500797,1151553,1646151.9,21.197638,779052,26.13,1228.71
2008,Sri Lanka,6607,26,"2,3",2,No,Yes,Yes,No,,"18,777,601",18.777601,188,351.8553834,1.38462842,35.18553834,0.39,26 (0.39),20629377,28.61,2.232,1450468,10511432,3388853,3454024,1824461,48.40874,37.973934,10.434808,103.135056,71.7288,2.232,0.719,7622.4087,3703550,16582093,286.06674,50.640728,2.0569,3.3,24.99107,98,-0.18234031,0.58107865,82.86256,0.60620064,534730000,11.353574,46.257526,1151553,1565923.4,25.171007,779052,25.89,1276.17
2009,Sri Lanka,35095,341,1,2,Yes,No,No,No,DENV1,"18,777,601",18.777601,188,1868.982092,18.15993427,186.8982092,0.97,341 (0.97),20756435,28.917,2.179,1497399,10608426,3355838,3466318,1828305,48.638596,37.915516,10.723079,103.00448,69.1873,2.179,0.711,7796.6475,3736413,16746064,311.06464,53.28553,2.0569,3.6,24.99107,97,0.17350896,0.6236449,87.09,0.5722696,471400000,11.015388,46.015045,1151553,1482952.8,23.467855,779052,26.55,1223.44
2010,Sri Lanka,34188,209,1,1,Yes,No,No,No,DENV1,"20,261,737",20.261737,203,1687.318318,10.31500902,168.7318318,0.61,209 (0.61),20879090,29.22,2.134,1550579,10681936,3339045,3479888,1827481,48.91204,37.85305,11.0589905,102.91817,73.215,2.134,0.735,8319.703,3767051,16901506,310.67197,53.29795,2.60332,3.8,24.99107,99,0.12427807,0.6250745,85.3,0.5722696,525750000,11.0996,45.772305,1454292,1397352.5,23.372702,779052,26.11,1840.43
2011,Sri Lanka,28473,186,1,1,Yes,No,No,No,DENV1,"20,261,737",20.261737,203,1405.259579,9.17986449,140.5259579,0.65,186 (0.65),21009054,29.519,2.144,1613329,10740568,3336839,3496602,1821539,49.23826,37.777843,11.460413,102.86439,73.38,2.144,0.741,8918,3798768,17060975,327.4085,51.221016,2.60332,4,23.20591,99,-0.096101604,0.7085589,87.76,0.5722696,530669980,11.016177,46.2282,1454292,1310255.9,26.159475,779052,25.81,1961.72
2012,Sri Lanka,44461,181,"1,4",1,Yes,No,No,Yes,DENV4,"20,261,737",20.261737,203,2194.333092,8.93309394,219.4333092,0.41,181 (0.41),21169461,29.828,2.173,1687098,10810828,3341206,3518017,1812117,49.584618,37.663376,11.921241,103.477646,73.9058,2.173,0.747,9599.045,3824280,17192867,341.22043,51.93099,2.60332,4.3,24.60746,99,0.13320589,0.7462685,87,0.59189504,416890020,10.241609,43.94494,1454292,1219338.2,28.858337,779052,26.43,1703.32
2013,Sri Lanka,32063,85,"1,4",1,Yes,No,No,Yes,DENV4,"20,261,737",20.261737,203,1582.440834,4.195099364,158.2440834,0.27,85 (0.27),21358829,30.139,2.178,1770930,10895684,3346528,3542254,1803217,49.966965,37.53259,12.434375,104.131096,74.2388,2.178,0.752,9898.523,3845557,17286199,404.5619,48.933754,2.60332,4.6,25.47886,99,-0.030727228,0.6793683,90.2,0.59189504,376100000,10.273646,47.11083,1454292,1124530.1,34.19592,779052,25.93,1376.37
2014,Sri Lanka,47502,95,1,1,Yes,No,No,No,DENV1,"20,261,737",20.261737,203,2344.418941,4.688640466,234.4418941,0.2,95 (0.2),21547455,30.438,2.134,1860527,10975086,3352269,3566180,1793152,50.392128,37.406292,12.985837,104.15019,74.6508,2.134,0.757,10437.811,3869404,17370053,397.15588,48.68254,2.60332,4.8,22.65567,99,0.018504461,0.8084487,92.697624,0.59189504,459429980,9.886314,46.321274,1454292,1028219,31.847343,2230142,26.55,2061.91
2015,Sri Lanka,29777,56,1,1,Yes,No,No,No,DENV1,"20,261,737",20.261737,203,1469.617338,2.763830169,146.9617338,0.19,56 (0.19),21729974,30.732,2.09,1953378,11052034,3358536,3587178,1778579,50.790047,37.23487,13.555175,104.16026,74.9275,2.09,0.76,10784.185,3895227,17441470,441.85052,48.93215,2.86093,5.1,23.08327,99,0.08075396,0.90600145,94.33075,0.59189504,475709980,11.8517885,47.923103,1656253,930397.3,34.726097,2581740,26,1930.08
2016,Sri Lanka,55150,97,"2,4",1,No,Yes,No,Yes,DENV2,"20,261,737",20.261737,203,2721.879176,4.787348686,272.1879176,0.18,97 (0.18),21910764,31.015,2.062,2047374,11132025,3367673,3601615,1761779,51.10981,36.989693,14.120114,104.16741,75.3314,2.062,0.765,11236.119,3923222,17502272,467.46878,50.1216,2.86093,5.4,25.46074,99,0.6369996,1.0491176,97.5,0.5911437,413180000,11.564334,47.674026,1656253,831336.3,52.108013,3235250,26.78,1017.77
2017,Sri Lanka,186101,437,"1,2,3,4",1,Yes,Yes,Yes,Yes,DENV2,"20,261,737",20.261737,203,9184.849256,21.56774614,918.4849256,0.23,437 (0.23),22087525,31.288,2.044,2140767,11215627,3379198,3609312,1742291,51.3358,36.667812,14.667987,104.189514,75.4035,2.044,0.77,11868.202,3953813,17553000,451.15906,49.25233,2.86093,5.4,22.98816,99,0.16207488,1.0355575,97.5,0.5911437,335560000,11.768131,49.053635,1656253,731235.25,52.855335,4580952,26.75,1165.43
2018,Sri Lanka,51659,58,"1,2,3",2,Yes,Yes,Yes,No,DENV2,"20,261,737",20.261737,203,2549.583977,2.862538389,254.9583977,0.11,58 (0.11),22253113,31.555,2.033,2232948,11298599,3390905,3611794,1718503,51.487408,36.286434,15.200976,104.2146,75.748,2.033,0.774,12051.547,4003749,17666251,517.34344,46.81987,2.86093,5.4,23.12285,99,-0.21227455,0.9031033,99.58558,0.5911437,-257940000,11.318004,45.907608,1656253,630251.8,62.282,5610985,26.28,1392.19
2019,Sri Lanka,105049,157,"1,2,3",3,Yes,Yes,Yes,No,DENV3,"20,261,737",20.261737,203,5184.599919,7.748595296,518.4599919,0.15,157 (0.15),22410552,31.816,2.022,2324797,11380218,3404033,3605847,1695253,51.58122,35.8564,15.724821,104.229454,76.0084,2.022,0.775,11939.55,4052088,17750912,502.33908,51.07419,2.82954,5.4,23.87759,99,0.31891155,0.9475713,99.76135,0.5911437,195010000,11.086121,47.167778,1656253,528600.9,73.94895,6278403,27.24,1518.75
2020,Sri Lanka,31162,46,"1,2,3",3,Yes,Yes,Yes,No,DENV1,"21,413,249",21.413249,214,1455.267251,2.148202732,145.5267251,0.15,46 (0.15),22561807,32.074,2.007,2417213,11458900,3419897,3588848,1676502,51.634304,35.38828,16.246025,104.239044,76.3929,2.007,0.777,11447.249,4101702,17817298,542.7422,46.577995,2.82954,5.4,23.87759,96,0.41259637,0.9141524,99.9741,0.5911437,210900000,7.884761,44.51301,1960025,426427.12,81.94629,7600277,26.62,1413.28
2021,Sri Lanka,35924,41,"1,2,3",3,Yes,Yes,Yes,No,DENV2,"21,413,249",21.413249,214,1677.652933,1.914702435,167.7652933,0.11,41 (0.11),22700377,32.318,1.995,2506944,11529246,3439007,3563534,1661185,51.653744,34.905334,16.748407,104.25116,76.3991,1.995,0.783,11751.948,4178622,17977378,542.7422,46.577995,2.82954,5.4,23.87759,96,0.024710814,1.0138671,100,0.5911437,155510000,7.535049,45.35203,1960025,323780.94,81.94629,7600277,25.96,2005.77
2022,Sri Lanka,74769,72,"1,2,3",3,Yes,Yes,Yes,No,DENV3,"21,413,249",21.413249,214,3491.71674,3.362404276,349.171674,0.1,72 (0.1),22834964,32.561,1.984,2598697,11592272,3462195,3533593,1647730,51.679146,34.41718,17.261967,104.26058,76.3991,1.984,0.78,10705.481,4220157,17960843,542.7422,46.577995,2.82954,5.4,23.87759,96,-0.13251908,0.87160516,100,0.5339537,11010000,7.3918586,44.145557,1960025,220891.55,81.94629,7600277,25.91,1820.46
2023,Sri Lanka,87029,38,"1,2,3",3,Yes,Yes,Yes,No,DENV2,"21,413,249",21.413249,214,4064.259469,1.774602257,406.4259469,0.04,38 (0.04),22971616,32.812,1.974,2696045,11650840,3487460,3501691,1635056,51.741558,33.932125,17.809431,104.257645,76.3991,1.974,0.78,10705.481,4220157,17960843,542.7422,46.577995,2.82954,5.4,23.87759,96,0.29929733,0.884462,100,0.5339537,11010000,7.3918586,44.145557,1960025,220891.55,81.94629,7600277,25.91,1820.46
